Zip Code,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/gram of dry sludge),Proportion of Population Fully Vaccinated
92154,11/4/21,16827,79997,0, , 
92154,11/3/21,16827,79997,162, , 
92154,11/2/21,16665,79997,0, ,0.798863
92154,11/1/21,16665,79997,0, , 
92154,10/31/21,16665,79997,0, , 
92154,10/30/21,16665,79997,0, , 
92154,10/29/21,16665,79997,0, , 
92154,10/28/21,16665,79997,0, , 
92154,10/27/21,16665,79997,130, , 
92154,10/26/21,16535,79997,0, ,0.793457
92154,10/25/21,16535,79997,0, , 
92154,10/24/21,16535,79997,0, , 
92154,10/23/21,16535,79997,99, , 
92154,10/22/21,16436,79997,0, , 
92154,10/21/21,16436,79997,0, , 
92154,10/20/21,16436,79997,0, , 
92154,10/19/21,16436,79997,0, ,0.788782
92154,10/18/21,16436,79997,0, , 
92154,10/17/21,16436,79997,0, , 
92154,10/16/21,16436,79997,0, , 
92154,10/15/21,16436,79997,0, , 
92154,10/14/21,16436,79997,0, , 
92154,10/13/21,16436,79997,99, , 
92154,10/12/21,16337,79997,0, ,0.783365
92154,10/11/21,16337,79997,0, , 
92154,10/10/21,16337,79997,0, , 
92154,10/9/21,16337,79997,0, , 
92154,10/8/21,16337,79997,0, , 
92154,10/7/21,16337,79997,0, , 
92154,10/6/21,16337,79997,130, , 
92154,10/5/21,16207,79997,0, ,0.778397
92154,10/4/21,16207,79997,0, , 
92154,10/3/21,16207,79997,0, , 
92154,10/2/21,16207,79997,0, , 
92154,10/1/21,16207,79997,0, , 
92154,9/30/21,16207,79997,121, , 
92154,9/29/21,16086,79997,0, , 
92154,9/28/21,16086,79997,0, ,0.77207
92154,9/27/21,16086,79997,0, , 
92154,9/26/21,16086,79997,0, , 
92154,9/25/21,16086,79997,0, , 
92154,9/24/21,16086,79997,92, , 
92154,9/23/21,15994,79997,0, , 
92154,9/22/21,15994,79997,0, , 
92154,9/21/21,15994,79997,0, ,0.765698
92154,9/20/21,15994,79997,0, , 
92154,9/19/21,15994,79997,0, , 
92154,9/18/21,15994,79997,0, , 
92154,9/17/21,15994,79997,0, , 
92154,9/16/21,15994,79997,0, , 
92154,9/15/21,15994,79997,125, , 
92154,9/14/21,15869,79997,0, ,0.755425
92154,9/13/21,15869,79997,0, , 
92154,9/12/21,15869,79997,0, , 
92154,9/11/21,15869,79997,0, , 
92154,9/10/21,15869,79997,0, , 
92154,9/9/21,15869,79997,0, , 
92154,9/8/21,15869,79997,153, , 
92154,9/7/21,15716,79997,0, ,0.744502
92154,9/6/21,15716,79997,0, , 
92154,9/5/21,15716,79997,0, , 
92154,9/4/21,15716,79997,0, , 
92154,9/3/21,15716,79997,0, , 
92154,9/2/21,15716,79997,0, , 
92154,9/1/21,15716,79997,273, , 
92154,8/31/21,15443,79997,0, ,0.735983
92154,8/30/21,15443,79997,0, , 
92154,8/29/21,15443,79997,0, , 
92154,8/28/21,15443,79997,0, , 
92154,8/27/21,15443,79997,0, , 
92154,8/26/21,15443,79997,0, , 
92154,8/25/21,15443,79997,278, , 
92154,8/24/21,15165,79997,0, ,0.723778
92154,8/23/21,15165,79997,0, , 
92154,8/22/21,15165,79997,0, , 
92154,8/21/21,15165,79997,0, , 
92154,8/20/21,15165,79997,0, , 
92154,8/19/21,15165,79997,0, , 
92154,8/18/21,15165,79997,277, , 
92154,8/17/21,14888,79997,0, ,0.714225
92154,8/16/21,14888,79997,0, , 
92154,8/15/21,14888,79997,210, , 
92154,8/14/21,14678,79997,0, , 
92154,8/13/21,14678,79997,0, , 
92154,8/12/21,14678,79997,0, , 
92154,8/11/21,14678,79997,0, , 
92154,8/10/21,14678,79997,0, ,0.704885
92154,8/9/21,14678,79997,0, , 
92154,8/8/21,14678,79997,0, , 
92154,8/7/21,14678,79997,0, , 
92154,8/6/21,14678,79997,0, , 
92154,8/5/21,14678,79997,0, , 
92154,8/4/21,14678,79997,241, , 
92154,8/3/21,14437,79997,0, ,0.695501
92154,8/2/21,14437,79997,0, , 
92154,8/1/21,14437,79997,0, , 
92154,7/31/21,14437,79997,0, , 
92154,7/30/21,14437,79997,0, , 
92154,7/29/21,14437,79997,0, , 
92154,7/28/21,14437,79997,196, , 
92154,7/27/21,14241,79997,0, ,0.686375
92154,7/26/21,14241,79997,0, , 
92154,7/25/21,14241,79997,0, , 
92154,7/24/21,14241,79997,0, , 
92154,7/23/21,14241,79997,0, , 
92154,7/22/21,14241,79997,0, , 
92154,7/21/21,14241,79997,124, , 
92154,7/20/21,14117,79997,0, ,0.676699
92154,7/19/21,14117,79997,0, , 
92154,7/18/21,14117,79997,0, , 
92154,7/17/21,14117,79997,0, , 
92154,7/16/21,14117,79997,0, , 
92154,7/15/21,14117,79997,0, , 
92154,7/14/21,14117,79997,76, , 
92154,7/13/21,14041,79997,0, ,0.663842
92154,7/12/21,14041,79997,0, , 
92154,7/11/21,14041,79997,0, , 
92154,7/10/21,14041,79997,0, , 
92154,7/9/21,14041,79997,0, , 
92154,7/8/21,14041,79997,0, , 
92154,7/7/21,14041,79997,37, , 
92154,7/6/21,14004,79997,0, ,0.649412
92154,7/5/21,14004,79997,0, , 
92154,7/4/21,14004,79997,0, , 
92154,7/3/21,14004,79997,0, , 
92154,7/2/21,14004,79997,0, , 
92154,7/1/21,14004,79997,0, , 
92154,6/30/21,14004,79997,1, , 
92154,6/29/21,14003,79997,-290, ,0.637094
92154,6/28/21,14293,79997,5, , 
92154,6/27/21,14288,79997,298, , 
92154,6/26/21,13990,79997,-291, , 
92154,6/25/21,14281,79997,9, , 
92154,6/24/21,14272,79997,4, , 
92154,6/23/21,14268,79997,1, , 
92154,6/22/21,14267,79997,4, ,0.616842
92154,6/21/21,14263,79997,5, , 
92154,6/20/21,14258,79997,7, , 
92154,6/19/21,14251,79997,3, , 
92154,6/18/21,14248,79997,8, , 
92154,6/17/21,14240,79997,13, , 
92154,6/16/21,14227,79997,0, , 
92154,6/15/21,14227,79997,0, ,0.59214
92154,6/14/21,14227,79997,0, , 
92154,6/13/21,14227,79997,0, , 
92154,6/12/21,14227,79997,2, , 
92154,6/11/21,14225,79997,11, , 
92154,6/10/21,14214,79997,6, , 
92154,6/9/21,14208,79997,1, , 
92154,6/8/21,14207,79997,1, ,0.558952
92154,6/7/21,14206,79997,2, , 
92154,6/6/21,14204,79997,10, , 
92154,6/5/21,14194,79997,11, , 
92154,6/4/21,14183,79997,4, , 
92154,6/3/21,14179,79997,8, , 
92154,6/2/21,14171,79997,4, , 
92154,6/1/21,14167,79997,21, ,0.525888
92154,5/31/21,14146,79997,0, , 
92154,5/30/21,14146,79997,-12, , 
92154,5/29/21,14158,79997,15, , 
92154,5/28/21,14143,79997,21, , 
92154,5/27/21,14122,79997,8, , 
92154,5/26/21,14114,79997,2, , 
92154,5/25/21,14112,79997,2, ,0.49741
92154,5/24/21,14110,79997,3, , 
92154,5/23/21,14107,79997,3, , 
92154,5/22/21,14104,79997,11, , 
92154,5/21/21,14093,79997,6, , 
92154,5/20/21,14087,79997,7, , 
92154,5/19/21,14080,79997,5, , 
92154,5/18/21,14075,79997,4, ,0.45486
92154,5/17/21,14071,79997,3, , 
92154,5/16/21,14068,79997,10, , 
92154,5/15/21,14058,79997,717, , 
92154,5/14/21,13341,79997,-673, , 
92154,5/13/21,14014,79997,8, , 
92154,5/12/21,14006,79997,8, , 
92154,5/11/21,13998,79997,2, ,0.414727
92154,5/10/21,13996,79997,41, , 
92154,5/9/21,13955,79997,12, , 
92154,5/8/21,13943,79997,15, , 
92154,5/7/21,13928,79997,33, , 
92154,5/6/21,13895,79997,15, , 
92154,5/5/21,13880,79997,7, , 
92154,5/4/21,13873,79997,6, ,0.369649
92154,5/3/21,13867,79997,25, , 
92154,5/2/21,13842,79997,5, , 
